,frap_region
0,[846   0]
1,[826  17]
2,[825  27]
3,[816  29]
4,[815  35]
5,[811  35]
6,[800  38]
7,[797  43]
8,[796  42]
9,[796  38]
10,[799  43]
11,[796  47]
12,[789  49]
13,[785  46]
14,[786  49]
15,[785  50]
16,[786  57]
17,[780  67]
18,[780  65]
19,[781  66]
20,[775  67]
21,[776  73]
22,[769  79]
23,[766  74]
24,[774  75]
25,[771  78]
26,[763  82]
27,[759  76]
28,[765  78]
29,[766  82]
30,[761  88]
31,[765  89]
32,[763  84]
33,[757  88]
34,[753  91]
35,[758  89]
36,[754  84]
37,[753  81]
38,[756  82]
39,[752  89]
40,[753  80]
41,[752  94]
42,[749  82]
43,[751  87]
44,[743  90]
45,[746  89]
46,[747  86]
47,[739  87]
48,[744  93]
49,[743  88]
50,[743  90]
51,[743  92]
52,[742  89]
53,[746  85]
54,[740  92]
55,[742  93]
56,[744  92]
57,[740  94]
58,[737  85]
59,[742  92]
60,[737  94]
61,[743  97]
62,[743 103]
63,[742 100]
64,[738 109]
65,[742 105]
66,[735 108]
67,[733 109]
68,[736 122]
69,[736 118]
70,[736 116]
71,[738 128]
72,[734 119]
73,[736 117]
74,[734 117]
75,[734 119]
76,[733 119]
77,[730 118]
78,[727 123]
79,[726 124]
80,[728 114]
81,[725 115]
82,[728 123]
83,[727 124]
84,[723 132]
85,[720 132]
86,[718 127]
87,[720 125]
88,[718 125]
89,[719 121]
90,[717 134]
91,[719 132]
92,[714 129]
93,[716 133]
94,[713 135]
95,[711 126]
96,[708 137]
97,[702 132]
98,[698 134]
99,[697 136]
100,[702 136]
101,[702 136]
102,[696 141]
103,[696 135]
104,[690 146]
105,[693 145]
106,[692 150]
107,[690 149]
108,[690 147]
109,[690 149]
110,[692 147]
111,[688 149]
112,[687 151]
113,[689 153]
114,[691 146]
115,[690 149]
116,[688 153]
117,[691 153]
118,[690 157]
119,[686 154]
120,[686 160]
121,[682 157]
122,[688 159]
123,[691 152]
124,[691 154]
125,[691 160]
126,[695 162]
127,[689 160]
128,[686 165]
129,[686 169]
130,[689 165]
131,[689 165]
132,[688 169]
133,[690 169]
134,[687 171]
135,[693 175]
136,[686 170]
137,[686 167]
138,[689 169]
139,[694 172]
140,[688 171]
141,[689 169]
142,[683 176]
143,[688 172]
144,[684 170]
145,[684 166]
146,[680 169]
147,[685 157]
148,[685 160]
149,[684 166]
150,[689 178]
151,[686 177]
152,[679 184]
153,[686 177]
154,[675 169]
155,[685 177]
156,[681 175]
157,[679 178]
158,[673 179]
159,[669 176]
160,[666 178]
161,[672 171]
162,[668 180]
163,[668 181]
164,[674 180]
165,[678 184]
166,[682 181]
167,[681 188]
168,[679 186]
169,[673 191]
170,[681 194]
171,[676 186]
172,[670 188]
173,[670 185]
174,[670 190]
175,[675 192]
176,[666 195]
177,[669 192]
178,[671 197]
179,[670 196]
180,[668 195]
181,[662 199]
182,[663 199]
183,[666 195]
184,[663 189]
185,[667 193]
186,[666 190]
187,[665 197]
188,[670 198]
189,[674 196]
190,[670 196]
191,[667 201]
192,[664 200]
193,[661 199]
194,[658 196]
195,[658 196]
196,[661 203]
197,[653 204]
198,[652 205]
199,[651 205]
200,[650 205]
201,[649 203]
202,[651 201]
203,[650 200]
204,[653 205]
205,[649 196]
206,[649 200]
207,[646 197]
208,[644 207]
209,[643 208]
210,[640 214]
211,[642 211]
212,[642 212]
213,[641 216]
214,[639 213]
215,[640 213]
216,[643 217]
217,[643 220]
218,[644 227]
219,[646 222]
220,[645 223]
221,[648 218]
222,[648 218]
223,[642 214]
224,[641 215]
225,[643 219]
226,[642 217]
227,[643 220]
228,[644 223]
229,[645 213]
230,[639 217]
231,[636 213]
232,[636 210]
233,[636 210]
234,[638 210]
235,[641 211]
236,[637 204]
237,[645 207]
238,[646 200]
239,[647 209]
240,[647 208]
241,[652 205]
242,[644 211]
243,[645 209]
244,[646 215]
245,[644 213]
246,[641 211]
247,[639 211]
248,[642 221]
249,[637 211]
250,[632 214]
251,[630 225]
252,[633 222]
253,[637 219]
254,[634 225]
255,[636 223]
256,[634 223]
257,[630 228]
258,[629 224]
259,[630 222]
260,[622 222]
261,[624 228]
262,[625 225]
263,[620 227]
264,[619 222]
265,[623 223]
266,[625 215]
267,[627 222]
268,[624 220]
269,[618 208]
270,[616 210]
271,[613 210]
272,[614 209]
273,[620 210]
274,[623 209]
275,[621 208]
276,[621 210]
277,[616 211]
278,[618 212]
279,[615 213]
280,[618 212]
281,[619 214]
282,[620 222]
283,[618 225]
284,[613 226]
285,[611 218]
286,[612 221]
287,[611 217]
288,[612 227]
289,[610 227]
290,[614 230]
291,[614 230]
