,frap_region
0,[907   0]
1,[883  13]
2,[879  13]
3,[872  24]
4,[866  33]
5,[871  32]
6,[865  33]
7,[862  40]
8,[855  46]
9,[846  47]
10,[849  57]
11,[851  50]
12,[844  59]
13,[845  58]
14,[840  61]
15,[840  54]
16,[837  56]
17,[842  63]
18,[841  59]
19,[844  60]
20,[843  65]
21,[839  72]
22,[835  69]
23,[834  72]
24,[835  73]
25,[833  65]
26,[828  67]
27,[832  68]
28,[828  72]
29,[829  73]
30,[827  76]
31,[819  81]
32,[820  76]
33,[814  77]
34,[812  79]
35,[810  77]
36,[805  81]
37,[808  84]
38,[800  86]
39,[798  84]
40,[806  85]
41,[799  98]
42,[802  95]
43,[799  98]
44,[793  95]
45,[800  95]
46,[796 106]
47,[797 105]
48,[798 112]
49,[792 109]
50,[788 115]
51,[783 114]
52,[786 110]
53,[784 109]
54,[787 111]
55,[781 115]
56,[782 111]
57,[783 113]
58,[782 118]
59,[781 118]
60,[778 113]
61,[777 113]
62,[775 114]
63,[776 112]
64,[776 116]
65,[774 107]
66,[772 112]
67,[770 115]
68,[766 117]
69,[769 114]
70,[769 122]
71,[760 125]
72,[762 125]
73,[760 128]
74,[761 123]
75,[760 121]
76,[747 127]
77,[757 134]
78,[755 124]
79,[753 127]
80,[752 130]
81,[748 133]
82,[744 133]
83,[747 136]
84,[746 136]
85,[740 143]
86,[737 146]
87,[740 138]
88,[741 140]
89,[738 148]
90,[736 145]
91,[737 149]
92,[735 150]
93,[731 143]
94,[733 145]
95,[736 149]
96,[734 146]
97,[731 153]
98,[733 150]
99,[739 146]
100,[733 141]
101,[733 143]
102,[735 141]
103,[735 142]
104,[736 145]
105,[733 151]
106,[732 145]
107,[731 144]
108,[736 138]
109,[736 148]
110,[728 152]
111,[727 150]
112,[722 152]
113,[724 155]
114,[718 159]
115,[723 156]
116,[719 159]
117,[714 153]
118,[707 151]
119,[717 153]
120,[716 154]
121,[713 158]
122,[717 157]
123,[719 155]
124,[721 150]
125,[722 147]
126,[720 152]
127,[722 159]
128,[725 158]
129,[724 159]
130,[721 156]
131,[720 156]
132,[721 162]
133,[720 162]
134,[716 158]
135,[715 167]
136,[709 166]
137,[714 169]
138,[713 171]
139,[713 175]
140,[711 177]
141,[708 178]
142,[703 181]
143,[704 179]
144,[703 172]
145,[703 172]
146,[707 175]
147,[708 176]
148,[705 175]
149,[707 173]
150,[702 182]
