,on_num,off_num
0,40.0,794.0
1,48.0,786.0
2,59.0,782.0
3,64.0,772.0
4,65.0,756.0
5,72.0,749.0
6,82.0,740.0
7,93.0,741.0
8,81.0,728.0
9,85.0,727.0
10,94.0,725.0
11,100.0,723.0
12,108.0,716.0
13,105.0,719.0
14,121.0,719.0
15,124.0,710.0
16,119.0,715.0
17,122.0,710.0
18,131.0,704.0
19,121.0,703.0
20,133.0,702.0
21,133.0,689.0
22,144.0,686.0
23,150.0,690.0
24,160.0,677.0
25,163.0,672.0
26,157.0,672.0
27,167.0,662.0
28,164.0,659.0
29,164.0,657.0
30,161.0,652.0
31,160.0,642.0
32,169.0,647.0
33,170.0,647.0
34,166.0,654.0
35,162.0,652.0
36,170.0,642.0
37,175.0,628.0
38,172.0,632.0
39,170.0,621.0
40,173.0,625.0
41,179.0,620.0
42,189.0,613.0
43,190.0,617.0
44,189.0,622.0
45,194.0,618.0
46,185.0,612.0
47,194.0,600.0
48,189.0,604.0
49,191.0,598.0
50,194.0,603.0
51,194.0,604.0
52,191.0,615.0
53,202.0,608.0
54,198.0,598.0
55,197.0,600.0
56,196.0,596.0
57,213.0,594.0
58,214.0,594.0
59,211.0,594.0
60,210.0,592.0
61,219.0,585.0
62,216.0,578.0
63,208.0,576.0
64,214.0,577.0
65,220.0,564.0
66,224.0,571.0
67,228.0,568.0
68,223.0,572.0
69,225.0,577.0
70,238.0,569.0
71,240.0,572.0
72,239.0,565.0
73,241.0,562.0
74,235.0,559.0
75,239.0,556.0
76,248.0,558.0
77,251.0,561.0
78,245.0,556.0
79,251.0,557.0
80,259.0,554.0
81,258.0,545.0
82,262.0,547.0
83,259.0,553.0
84,269.0,553.0
85,263.0,554.0
86,271.0,557.0
87,276.0,556.0
88,280.0,550.0
89,284.0,551.0
90,288.0,556.0
91,287.0,555.0
92,296.0,553.0
93,294.0,545.0
94,296.0,544.0
95,293.0,540.0
96,294.0,539.0
97,282.0,535.0
98,280.0,540.0
99,281.0,543.0
100,276.0,536.0
101,275.0,530.0
102,280.0,531.0
103,287.0,523.0
104,292.0,520.0
105,302.0,519.0
106,303.0,517.0
