,on_num,off_num
0,34.0,796.0
1,49.0,771.0
2,54.0,766.0
3,59.0,756.0
4,62.0,754.0
5,80.0,751.0
6,79.0,735.0
7,91.0,724.0
8,94.0,724.0
9,108.0,724.0
10,98.0,718.0
11,115.0,711.0
12,120.0,712.0
13,118.0,703.0
14,125.0,699.0
15,128.0,694.0
16,134.0,686.0
17,125.0,690.0
18,129.0,689.0
19,135.0,686.0
20,150.0,679.0
21,147.0,679.0
22,144.0,670.0
23,147.0,673.0
24,149.0,662.0
25,150.0,661.0
26,153.0,663.0
27,159.0,660.0
28,158.0,648.0
29,162.0,647.0
30,166.0,655.0
31,177.0,646.0
32,168.0,643.0
33,174.0,638.0
34,180.0,632.0
35,179.0,635.0
36,181.0,622.0
37,182.0,617.0
38,189.0,614.0
39,193.0,610.0
40,198.0,609.0
41,200.0,604.0
42,202.0,598.0
43,204.0,596.0
44,214.0,590.0
45,220.0,601.0
46,224.0,596.0
47,220.0,588.0
48,220.0,580.0
49,231.0,585.0
50,228.0,588.0
51,230.0,579.0
52,230.0,571.0
53,232.0,572.0
54,223.0,564.0
55,231.0,563.0
56,243.0,566.0
57,240.0,557.0
58,231.0,564.0
59,231.0,556.0
60,231.0,550.0
61,239.0,550.0
62,249.0,553.0
63,249.0,549.0
64,257.0,551.0
65,258.0,548.0
66,257.0,539.0
67,256.0,540.0
68,257.0,537.0
69,262.0,537.0
70,275.0,537.0
71,276.0,536.0
72,280.0,543.0
73,275.0,545.0
74,282.0,540.0
75,279.0,537.0
76,277.0,540.0
77,282.0,539.0
78,289.0,533.0
79,275.0,539.0
80,285.0,537.0
81,286.0,534.0
82,286.0,533.0
83,295.0,536.0
84,293.0,534.0
85,298.0,537.0
86,291.0,536.0
87,293.0,532.0
88,293.0,519.0
89,295.0,517.0
90,294.0,518.0
91,304.0,515.0
92,305.0,519.0
93,307.0,520.0
94,313.0,518.0
95,310.0,524.0
96,308.0,513.0
97,302.0,510.0
98,301.0,517.0
99,310.0,515.0
100,311.0,512.0
101,314.0,519.0
102,321.0,510.0
103,321.0,513.0
104,332.0,516.0
105,330.0,508.0
106,337.0,511.0
107,323.0,507.0
108,322.0,511.0
109,328.0,510.0
110,333.0,499.0
111,335.0,504.0
112,344.0,504.0
113,335.0,497.0
114,348.0,501.0
115,348.0,503.0
116,342.0,492.0
117,334.0,498.0
118,335.0,492.0
119,335.0,484.0
120,337.0,481.0
121,334.0,484.0
122,332.0,483.0
123,341.0,484.0
124,339.0,492.0
125,341.0,495.0
126,337.0,491.0
127,339.0,491.0
128,342.0,482.0
129,353.0,481.0
130,347.0,481.0
131,347.0,476.0
132,361.0,475.0
133,354.0,469.0
134,361.0,468.0
135,351.0,469.0
136,341.0,472.0
137,345.0,467.0
138,365.0,469.0
139,355.0,476.0
140,359.0,469.0
141,360.0,462.0
142,364.0,459.0
143,366.0,457.0
144,371.0,449.0
145,376.0,455.0
146,384.0,456.0
147,369.0,453.0
148,378.0,451.0
149,386.0,451.0
150,376.0,447.0
151,374.0,450.0
152,375.0,444.0
153,376.0,446.0
154,370.0,441.0
155,385.0,447.0
156,386.0,447.0
157,383.0,443.0
158,380.0,442.0
159,373.0,449.0
160,379.0,448.0
161,377.0,441.0
162,389.0,440.0
163,390.0,436.0
164,384.0,431.0
165,391.0,432.0
166,379.0,435.0
167,385.0,427.0
168,394.0,427.0
169,387.0,431.0
170,392.0,428.0
171,392.0,426.0
172,392.0,428.0
173,391.0,421.0
174,401.0,419.0
175,409.0,412.0
176,394.0,405.0
177,404.0,406.0
178,403.0,407.0
179,399.0,414.0
180,405.0,409.0
181,407.0,403.0
182,404.0,404.0
183,402.0,399.0
184,402.0,405.0
185,409.0,400.0
186,409.0,399.0
187,401.0,406.0
188,415.0,406.0
189,411.0,407.0
190,412.0,409.0
191,425.0,412.0
192,429.0,408.0
193,428.0,404.0
194,437.0,401.0
195,427.0,395.0
196,425.0,398.0
197,434.0,396.0
198,425.0,396.0
199,423.0,392.0
200,418.0,399.0
201,417.0,397.0
202,419.0,402.0
203,425.0,400.0
204,425.0,403.0
205,422.0,400.0
206,425.0,398.0
207,437.0,390.0
208,437.0,390.0
209,438.0,397.0
210,437.0,396.0
211,433.0,387.0
212,429.0,387.0
213,430.0,384.0
214,425.0,387.0
215,429.0,386.0
216,421.0,388.0
217,427.0,383.0
218,434.0,384.0
219,435.0,390.0
220,434.0,390.0
221,429.0,384.0
222,436.0,381.0
223,444.0,384.0
224,441.0,392.0
225,445.0,389.0
226,450.0,391.0
227,439.0,389.0
228,444.0,387.0
229,450.0,393.0
230,456.0,390.0
231,444.0,388.0
232,448.0,386.0
233,438.0,381.0
234,450.0,378.0
235,442.0,382.0
236,439.0,383.0
237,456.0,379.0
238,454.0,373.0
239,451.0,372.0
240,455.0,380.0
241,456.0,376.0
242,448.0,381.0
243,456.0,373.0
244,456.0,378.0
245,451.0,377.0
246,454.0,375.0
247,463.0,371.0
248,471.0,366.0
249,455.0,359.0
250,474.0,357.0
251,468.0,355.0
252,469.0,361.0
253,461.0,363.0
254,458.0,365.0
255,455.0,357.0
256,453.0,361.0
257,466.0,358.0
258,471.0,361.0
259,471.0,353.0
260,473.0,357.0
261,474.0,353.0
262,471.0,346.0
263,468.0,341.0
264,475.0,342.0
265,475.0,346.0
266,477.0,347.0
267,470.0,349.0
268,460.0,349.0
269,471.0,344.0
270,472.0,343.0
271,470.0,340.0
272,473.0,344.0
273,470.0,342.0
274,475.0,354.0
275,474.0,347.0
276,470.0,345.0
277,474.0,350.0
278,478.0,345.0
279,474.0,350.0
280,469.0,346.0
281,472.0,350.0
282,474.0,344.0
283,466.0,345.0
284,468.0,344.0
285,464.0,330.0
286,464.0,333.0
287,486.0,332.0
288,477.0,335.0
289,484.0,336.0
290,485.0,340.0
291,475.0,339.0
292,484.0,342.0
293,485.0,345.0
294,490.0,339.0
295,490.0,338.0
296,500.0,337.0
297,502.0,327.0
298,502.0,324.0
299,498.0,326.0
300,508.0,324.0
301,510.0,330.0
302,509.0,330.0
303,499.0,324.0
304,506.0,325.0
305,507.0,316.0
306,515.0,321.0
307,506.0,321.0
308,512.0,316.0
309,511.0,306.0
310,502.0,301.0
311,507.0,304.0
312,526.0,304.0
313,511.0,306.0
314,525.0,303.0
315,519.0,298.0
316,513.0,288.0
317,505.0,294.0
318,507.0,295.0
319,511.0,299.0
320,509.0,302.0
321,511.0,301.0
322,510.0,304.0
323,509.0,305.0
324,519.0,297.0
325,518.0,304.0
326,523.0,301.0
327,512.0,300.0
328,513.0,299.0
329,515.0,303.0
330,517.0,302.0
331,523.0,300.0
332,521.0,308.0
333,523.0,303.0
334,531.0,307.0
335,521.0,305.0
336,520.0,306.0
337,519.0,310.0
338,526.0,308.0
339,513.0,305.0
340,514.0,303.0
341,516.0,309.0
342,527.0,303.0
343,510.0,297.0
344,524.0,299.0
345,513.0,293.0
346,521.0,303.0
347,523.0,296.0
348,522.0,295.0
349,521.0,294.0
350,532.0,296.0
351,533.0,290.0
352,524.0,290.0
353,526.0,288.0
354,532.0,298.0
355,526.0,287.0
356,534.0,287.0
357,519.0,289.0
358,525.0,286.0
359,536.0,285.0
360,534.0,290.0
361,542.0,287.0
362,538.0,291.0
363,533.0,284.0
364,541.0,286.0
365,548.0,281.0
366,545.0,282.0
367,558.0,278.0
368,547.0,280.0
369,554.0,276.0
370,549.0,272.0
371,546.0,278.0
372,543.0,279.0
373,536.0,278.0
374,540.0,281.0
375,538.0,278.0
376,543.0,275.0
377,548.0,273.0
378,555.0,278.0
379,550.0,281.0
380,544.0,283.0
