,on_num,off_num
0,36.0,795.0
1,51.0,777.0
2,52.0,772.0
3,64.0,765.0
4,64.0,744.0
5,77.0,748.0
6,78.0,745.0
7,85.0,741.0
8,79.0,733.0
9,92.0,730.0
10,99.0,718.0
11,104.0,713.0
12,107.0,705.0
13,110.0,703.0
14,113.0,699.0
15,110.0,692.0
16,110.0,689.0
17,125.0,682.0
18,126.0,674.0
19,131.0,676.0
20,138.0,668.0
21,139.0,674.0
22,149.0,668.0
23,144.0,665.0
24,160.0,655.0
25,157.0,652.0
26,173.0,648.0
27,169.0,655.0
28,177.0,646.0
29,181.0,643.0
30,182.0,645.0
31,190.0,644.0
32,188.0,633.0
33,191.0,629.0
34,193.0,630.0
35,188.0,631.0
36,199.0,624.0
37,203.0,621.0
38,207.0,626.0
39,208.0,625.0
40,202.0,617.0
41,217.0,606.0
42,211.0,597.0
43,205.0,605.0
44,208.0,598.0
45,209.0,600.0
46,209.0,600.0
47,214.0,590.0
48,217.0,592.0
49,213.0,594.0
50,216.0,580.0
51,213.0,571.0
52,228.0,573.0
53,244.0,570.0
54,234.0,573.0
55,233.0,566.0
56,233.0,561.0
57,228.0,558.0
58,231.0,563.0
59,230.0,551.0
60,232.0,548.0
61,232.0,552.0
62,237.0,557.0
63,232.0,560.0
64,242.0,554.0
65,236.0,561.0
66,234.0,554.0
67,237.0,554.0
68,242.0,554.0
69,253.0,556.0
70,254.0,553.0
71,255.0,547.0
72,253.0,556.0
73,257.0,551.0
74,256.0,547.0
75,250.0,542.0
76,255.0,540.0
77,257.0,540.0
78,262.0,539.0
79,258.0,542.0
80,259.0,541.0
81,266.0,544.0
82,265.0,537.0
83,274.0,535.0
84,285.0,532.0
85,278.0,523.0
86,279.0,535.0
87,282.0,522.0
88,289.0,522.0
89,284.0,532.0
90,292.0,530.0
91,293.0,521.0
92,293.0,523.0
93,291.0,518.0
94,292.0,518.0
95,308.0,512.0
96,312.0,509.0
97,311.0,514.0
98,318.0,505.0
99,311.0,506.0
100,312.0,508.0
101,312.0,512.0
102,325.0,510.0
103,321.0,516.0
104,317.0,513.0
105,317.0,507.0
106,308.0,506.0
107,305.0,505.0
108,316.0,505.0
109,314.0,498.0
110,320.0,500.0
111,319.0,499.0
112,326.0,496.0
113,329.0,492.0
114,330.0,486.0
115,328.0,486.0
116,334.0,487.0
117,331.0,485.0
118,334.0,478.0
119,331.0,489.0
120,339.0,481.0
121,334.0,486.0
122,339.0,484.0
123,350.0,485.0
124,348.0,489.0
125,343.0,487.0
126,351.0,485.0
127,350.0,486.0
128,347.0,483.0
129,341.0,480.0
130,343.0,489.0
131,353.0,475.0
132,350.0,477.0
133,353.0,480.0
134,355.0,474.0
135,342.0,477.0
136,350.0,479.0
137,338.0,475.0
138,344.0,475.0
139,342.0,462.0
140,337.0,455.0
141,331.0,457.0
142,352.0,452.0
143,354.0,449.0
144,347.0,446.0
145,360.0,449.0
146,368.0,461.0
147,364.0,449.0
148,370.0,453.0
149,363.0,447.0
150,373.0,452.0
151,369.0,450.0
152,370.0,441.0
153,369.0,447.0
154,367.0,444.0
155,364.0,441.0
156,365.0,443.0
157,362.0,444.0
158,365.0,445.0
159,368.0,437.0
160,360.0,441.0
161,361.0,439.0
162,354.0,446.0
163,356.0,440.0
164,362.0,437.0
165,366.0,435.0
166,359.0,436.0
167,369.0,430.0
168,370.0,429.0
169,383.0,425.0
170,383.0,425.0
171,382.0,430.0
172,379.0,434.0
173,390.0,435.0
174,386.0,422.0
175,386.0,408.0
176,385.0,414.0
177,396.0,413.0
178,395.0,413.0
179,395.0,408.0
180,395.0,409.0
181,404.0,416.0
182,413.0,411.0
183,407.0,410.0
184,404.0,414.0
185,402.0,411.0
186,407.0,410.0
187,403.0,409.0
188,399.0,407.0
189,403.0,412.0
190,403.0,406.0
191,405.0,406.0
192,413.0,408.0
193,409.0,407.0
194,410.0,413.0
195,418.0,405.0
196,419.0,410.0
197,414.0,409.0
198,422.0,405.0
199,428.0,404.0
200,419.0,401.0
201,418.0,404.0
202,425.0,399.0
203,433.0,398.0
204,432.0,398.0
205,426.0,398.0
206,417.0,396.0
207,427.0,389.0
208,434.0,387.0
209,430.0,388.0
210,439.0,383.0
211,432.0,383.0
212,439.0,391.0
213,443.0,384.0
214,449.0,383.0
215,439.0,383.0
216,437.0,381.0
217,430.0,379.0
218,431.0,379.0
219,436.0,380.0
220,442.0,376.0
221,437.0,373.0
222,436.0,368.0
223,429.0,368.0
224,433.0,366.0
225,430.0,364.0
226,431.0,367.0
227,432.0,355.0
228,443.0,358.0
229,437.0,361.0
230,437.0,365.0
231,437.0,361.0
232,432.0,370.0
233,429.0,367.0
234,431.0,362.0
235,435.0,359.0
236,436.0,358.0
237,440.0,355.0
238,444.0,352.0
239,447.0,346.0
240,447.0,344.0
241,444.0,347.0
242,444.0,348.0
243,447.0,348.0
244,445.0,351.0
245,436.0,351.0
246,439.0,349.0
247,452.0,349.0
248,456.0,351.0
249,443.0,345.0
250,449.0,342.0
251,456.0,341.0
252,453.0,342.0
253,454.0,337.0
254,439.0,339.0
255,436.0,341.0
256,450.0,336.0
257,453.0,343.0
258,450.0,343.0
259,458.0,347.0
260,460.0,339.0
261,459.0,334.0
262,468.0,332.0
263,467.0,334.0
264,480.0,334.0
265,480.0,335.0
266,456.0,341.0
267,463.0,333.0
268,467.0,329.0
269,460.0,332.0
270,464.0,331.0
271,467.0,328.0
272,466.0,333.0
273,462.0,332.0
274,457.0,332.0
275,456.0,329.0
276,461.0,325.0
277,455.0,327.0
278,467.0,329.0
279,460.0,322.0
280,470.0,325.0
281,473.0,325.0
282,477.0,321.0
283,483.0,326.0
284,477.0,317.0
285,486.0,320.0
286,489.0,324.0
287,489.0,325.0
288,485.0,326.0
289,481.0,324.0
290,484.0,326.0
291,487.0,327.0
292,490.0,325.0
293,486.0,317.0
294,493.0,323.0
295,491.0,327.0
296,488.0,330.0
297,488.0,322.0
298,497.0,320.0
299,497.0,317.0
300,493.0,315.0
301,489.0,315.0
302,492.0,311.0
303,493.0,312.0
304,499.0,308.0
305,500.0,308.0
306,500.0,308.0
307,488.0,308.0
308,489.0,308.0
309,493.0,306.0
310,490.0,308.0
311,492.0,311.0
312,494.0,307.0
313,495.0,312.0
314,494.0,313.0
315,503.0,317.0
316,511.0,316.0
317,519.0,315.0
318,512.0,308.0
319,503.0,305.0
320,493.0,308.0
321,490.0,305.0
322,500.0,304.0
323,495.0,301.0
324,487.0,298.0
325,500.0,302.0
326,505.0,300.0
327,497.0,298.0
328,496.0,300.0
329,496.0,293.0
330,497.0,295.0
331,498.0,296.0
332,499.0,297.0
333,502.0,299.0
334,505.0,295.0
335,509.0,298.0
336,503.0,300.0
337,501.0,297.0
338,515.0,293.0
339,517.0,292.0
340,514.0,294.0
341,513.0,291.0
342,509.0,288.0
343,514.0,283.0
344,515.0,286.0
345,512.0,291.0
346,521.0,286.0
347,525.0,288.0
348,528.0,293.0
349,530.0,298.0
350,526.0,296.0
351,524.0,293.0
352,535.0,297.0
353,530.0,288.0
354,530.0,292.0
355,536.0,295.0
356,535.0,289.0
357,531.0,291.0
358,533.0,290.0
359,539.0,298.0
360,538.0,302.0
361,536.0,292.0
362,542.0,297.0
363,531.0,290.0
364,548.0,293.0
365,550.0,289.0
366,553.0,294.0
367,540.0,292.0
368,542.0,285.0
369,538.0,286.0
370,541.0,288.0
371,543.0,285.0
372,541.0,276.0
373,546.0,283.0
374,552.0,281.0
375,545.0,283.0
376,541.0,282.0
377,551.0,279.0
378,564.0,274.0
379,555.0,278.0
380,553.0,271.0
381,547.0,271.0
382,553.0,271.0
383,545.0,267.0
384,549.0,270.0
385,554.0,266.0
386,553.0,265.0
387,550.0,270.0
388,563.0,273.0
389,549.0,269.0
390,553.0,267.0
391,556.0,271.0
392,564.0,276.0
393,556.0,276.0
394,556.0,272.0
395,542.0,278.0
396,548.0,275.0
397,553.0,280.0
398,560.0,278.0
399,555.0,279.0
400,550.0,282.0
401,555.0,283.0
402,554.0,282.0
403,549.0,282.0
404,545.0,284.0
405,551.0,280.0
406,549.0,279.0
407,553.0,276.0
408,550.0,278.0
409,548.0,287.0
410,547.0,274.0
411,548.0,280.0
412,554.0,274.0
413,545.0,270.0
414,545.0,267.0
415,549.0,268.0
416,546.0,274.0
417,552.0,271.0
418,555.0,276.0
419,556.0,268.0
420,554.0,264.0
421,546.0,268.0
422,545.0,264.0
423,538.0,258.0
424,552.0,255.0
425,552.0,252.0
426,551.0,250.0
427,550.0,250.0
428,554.0,252.0
429,554.0,252.0
430,559.0,252.0
431,555.0,258.0
432,549.0,263.0
433,549.0,264.0
434,543.0,262.0
435,543.0,261.0
436,545.0,262.0
437,540.0,261.0
438,535.0,261.0
439,536.0,259.0
440,540.0,259.0
441,543.0,261.0
442,545.0,260.0
443,541.0,263.0
444,542.0,268.0
445,539.0,264.0
446,541.0,266.0
447,550.0,263.0
448,541.0,262.0
449,541.0,259.0
450,539.0,257.0
451,538.0,255.0
452,536.0,251.0
453,553.0,248.0
454,546.0,248.0
455,553.0,250.0
456,552.0,251.0
457,547.0,246.0
458,553.0,248.0
459,551.0,245.0
460,550.0,249.0
461,550.0,252.0
462,543.0,250.0
463,549.0,249.0
464,543.0,247.0
465,542.0,244.0
466,539.0,243.0
467,533.0,241.0
468,541.0,240.0
469,547.0,236.0
470,553.0,243.0
471,551.0,237.0
472,558.0,238.0
473,545.0,240.0
474,543.0,233.0
475,548.0,231.0
476,540.0,231.0
477,546.0,233.0
478,548.0,235.0
479,553.0,237.0
480,553.0,236.0
481,556.0,228.0
482,561.0,228.0
483,563.0,226.0
484,559.0,232.0
485,575.0,224.0
486,562.0,229.0
487,558.0,228.0
488,567.0,225.0
489,557.0,225.0
490,565.0,220.0
491,566.0,224.0
492,566.0,222.0
493,568.0,214.0
494,562.0,217.0
495,572.0,220.0
496,578.0,222.0
497,576.0,221.0
498,578.0,218.0
499,584.0,220.0
500,578.0,221.0
501,576.0,218.0
502,573.0,215.0
503,580.0,219.0
504,577.0,220.0
505,579.0,219.0
506,585.0,222.0
507,589.0,221.0
508,582.0,220.0
509,586.0,223.0
510,573.0,229.0
511,583.0,220.0
512,575.0,218.0
513,585.0,229.0
514,578.0,225.0
515,578.0,223.0
516,573.0,224.0
517,558.0,221.0
518,565.0,221.0
519,574.0,225.0
520,574.0,219.0
521,562.0,224.0
522,561.0,222.0
523,564.0,220.0
524,566.0,226.0
525,570.0,212.0
526,571.0,217.0
527,587.0,218.0
528,578.0,222.0
529,576.0,219.0
530,569.0,224.0
