,frap_region
0,[822   0]
1,[806  16]
2,[800  20]
3,[793  25]
4,[791  31]
5,[783  36]
6,[784  41]
7,[777  41]
8,[781  43]
9,[779  49]
10,[771  53]
11,[777  54]
12,[766  57]
13,[761  63]
14,[755  63]
15,[756  69]
16,[762  72]
17,[756  75]
18,[752  68]
19,[756  74]
20,[754  76]
21,[749  84]
22,[748  76]
23,[751  78]
24,[748  82]
25,[746  80]
26,[746  87]
27,[740  79]
28,[749  79]
29,[737  80]
30,[735  78]
31,[735  85]
32,[733  82]
33,[736  82]
34,[732  90]
35,[734  92]
36,[727  88]
37,[733  90]
38,[732  92]
39,[730  81]
40,[732  85]
41,[732  88]
42,[727  93]
43,[725  99]
44,[721 101]
45,[722  97]
46,[715  95]
47,[715 100]
48,[714 102]
49,[712  97]
50,[708  94]
51,[711  98]
52,[709 100]
53,[706  99]
54,[704 104]
55,[713 102]
56,[705 101]
57,[705 102]
58,[707 102]
59,[702 115]
60,[702 109]
61,[710 116]
62,[709 112]
63,[705 109]
64,[700 111]
65,[703 114]
66,[694 116]
67,[701 116]
68,[701 111]
69,[700 113]
70,[705 114]
71,[699 107]
72,[703 111]
73,[701 112]
74,[706 120]
75,[709 116]
76,[706 108]
77,[709 111]
78,[706 114]
79,[706 111]
80,[705 119]
81,[705 120]
82,[703 127]
83,[702 119]
84,[705 116]
85,[711 121]
86,[707 127]
87,[706 125]
88,[709 126]
89,[707 132]
90,[705 139]
91,[708 140]
92,[698 139]
93,[697 138]
94,[696 135]
95,[699 137]
96,[696 139]
97,[694 145]
98,[691 143]
99,[691 148]
100,[691 143]
101,[695 142]
102,[689 140]
103,[692 131]
104,[690 125]
105,[686 135]
106,[687 133]
107,[681 137]
108,[677 144]
109,[680 148]
110,[683 143]
111,[677 150]
112,[678 149]
113,[681 145]
114,[676 148]
115,[674 150]
116,[678 153]
117,[676 151]
118,[674 154]
119,[675 159]
120,[675 156]
121,[668 158]
122,[669 163]
123,[668 168]
124,[665 169]
125,[661 165]
126,[661 171]
127,[664 175]
128,[662 170]
129,[666 174]
130,[664 169]
131,[664 178]
132,[664 180]
133,[665 179]
134,[665 180]
135,[664 174]
136,[661 172]
137,[657 174]
138,[664 181]
139,[667 174]
140,[667 178]
141,[666 174]
142,[668 175]
143,[663 176]
144,[670 173]
145,[666 168]
146,[666 167]
147,[664 169]
148,[661 169]
149,[662 177]
150,[660 174]
151,[658 170]
152,[660 159]
153,[658 168]
154,[654 167]
155,[653 168]
156,[655 167]
157,[654 166]
158,[651 173]
159,[647 173]
160,[648 170]
161,[650 174]
162,[652 181]
163,[645 186]
164,[652 187]
165,[646 184]
166,[650 191]
167,[643 193]
168,[648 189]
169,[647 182]
170,[645 187]
171,[650 184]
172,[647 186]
173,[649 185]
174,[640 185]
175,[641 195]
176,[649 186]
177,[642 192]
178,[637 196]
179,[640 194]
180,[639 192]
181,[642 196]
182,[639 199]
183,[636 204]
184,[636 196]
185,[634 196]
186,[630 198]
187,[630 197]
188,[627 199]
189,[627 194]
190,[630 192]
191,[628 195]
192,[626 193]
193,[622 196]
194,[622 198]
195,[626 200]
196,[625 197]
197,[627 189]
198,[624 190]
199,[626 189]
200,[624 189]
201,[627 192]
202,[634 189]
203,[629 192]
204,[628 189]
205,[630 185]
206,[626 196]
207,[629 205]
208,[630 198]
209,[628 197]
210,[626 197]
211,[622 195]
212,[623 197]
213,[618 201]
214,[617 200]
215,[614 197]
216,[619 201]
217,[624 205]
218,[620 201]
219,[621 208]
220,[624 211]
221,[620 207]
222,[622 206]
223,[614 213]
224,[616 212]
225,[617 218]
226,[616 213]
227,[617 210]
228,[618 209]
229,[618 208]
230,[617 209]
231,[618 218]
232,[617 216]
233,[618 216]
234,[621 211]
235,[616 215]
236,[615 214]
237,[618 218]
238,[616 218]
239,[613 212]
240,[609 219]
241,[612 219]
242,[615 218]
243,[619 212]
244,[615 214]
245,[618 210]
246,[612 214]
247,[614 211]
248,[611 222]
249,[615 218]
250,[617 215]
251,[618 214]
252,[614 212]
253,[612 210]
254,[612 214]
255,[612 222]
256,[613 225]
257,[616 219]
258,[617 224]
259,[617 231]
260,[618 224]
261,[616 220]
262,[619 225]
263,[617 229]
264,[610 232]
265,[612 234]
266,[609 230]
267,[602 235]
268,[604 237]
269,[602 234]
270,[605 234]
271,[605 227]
272,[607 228]
273,[609 228]
274,[605 232]
275,[604 235]
276,[607 245]
277,[602 241]
278,[599 238]
279,[600 233]
280,[599 231]
281,[599 230]
282,[600 229]
283,[603 231]
284,[606 225]
285,[603 217]
286,[605 228]
287,[600 222]
288,[602 225]
289,[596 220]
290,[599 228]
291,[598 229]
292,[600 233]
293,[598 238]
294,[598 238]
295,[597 235]
296,[599 234]
297,[601 242]
298,[594 244]
299,[588 245]
300,[587 243]
301,[587 239]
302,[588 241]
303,[587 243]
304,[587 241]
305,[593 242]
306,[587 236]
307,[589 240]
308,[586 236]
309,[586 235]
310,[589 246]
311,[588 242]
312,[589 238]
313,[592 241]
314,[590 240]
315,[589 247]
316,[591 245]
317,[591 246]
318,[592 239]
319,[587 246]
320,[583 246]
321,[593 249]
322,[591 249]
323,[590 254]
324,[587 251]
325,[586 245]
326,[580 253]
327,[580 248]
328,[583 249]
329,[580 252]
330,[581 251]
331,[576 248]
332,[572 245]
333,[575 247]
334,[573 248]
335,[577 250]
336,[574 250]
337,[576 255]
338,[571 247]
339,[572 249]
340,[580 251]
341,[576 247]
342,[581 243]
343,[580 249]
344,[584 254]
345,[581 255]
346,[582 253]
347,[582 248]
348,[583 251]
349,[583 252]
350,[581 252]
351,[586 254]
352,[578 250]
353,[581 257]
354,[584 252]
355,[582 254]
356,[579 259]
357,[582 255]
358,[584 257]
359,[581 257]
360,[582 250]
361,[587 253]
362,[586 260]
363,[588 257]
364,[581 258]
365,[584 258]
366,[577 256]
367,[577 261]
368,[575 252]
369,[580 260]
370,[578 259]
371,[578 263]
372,[572 259]
373,[575 255]
374,[581 256]
375,[576 255]
376,[576 253]
377,[575 253]
378,[576 253]
379,[567 255]
380,[577 256]
381,[580 258]
382,[578 263]
383,[576 263]
384,[576 264]
385,[575 265]
386,[575 270]
387,[580 262]
388,[583 260]
389,[579 258]
390,[572 270]
391,[568 270]
392,[568 264]
393,[567 260]
394,[564 259]
