,frap_region
0,[807   0]
1,[793  15]
2,[794  25]
3,[787  24]
4,[782  35]
5,[780  38]
6,[778  41]
7,[778  43]
8,[781  49]
9,[778  50]
10,[777  56]
11,[774  54]
12,[767  53]
13,[766  52]
14,[762  53]
15,[756  60]
16,[755  63]
17,[752  60]
18,[754  61]
19,[753  69]
20,[748  74]
21,[752  76]
22,[750  67]
23,[747  79]
24,[732  76]
25,[741  79]
26,[743  77]
27,[744  79]
28,[738  86]
29,[741  78]
30,[731  78]
31,[739  76]
32,[737  79]
33,[740  89]
34,[739  92]
35,[733  87]
36,[732  88]
37,[727  88]
38,[728  90]
39,[731  84]
40,[721  88]
41,[722  92]
42,[719  92]
43,[722  95]
44,[715  90]
45,[712  95]
46,[706  99]
47,[708 104]
48,[708 107]
49,[710 102]
50,[708  96]
51,[702  98]
52,[704  96]
53,[704 101]
54,[705 100]
55,[703 100]
56,[709 105]
57,[711 100]
58,[711 101]
59,[706  97]
60,[705  99]
61,[710 103]
62,[708 105]
63,[705 105]
64,[704 111]
65,[706 115]
66,[701 109]
67,[704 111]
68,[703 116]
69,[701 117]
70,[690 119]
71,[702 116]
72,[694 118]
73,[689 120]
74,[689 118]
75,[692 116]
76,[688 124]
77,[687 127]
78,[684 130]
79,[681 122]
80,[678 120]
81,[678 125]
82,[679 128]
83,[676 126]
84,[670 130]
85,[673 133]
86,[676 127]
87,[668 126]
88,[672 128]
89,[669 124]
90,[670 120]
91,[667 133]
92,[673 129]
93,[675 129]
94,[673 130]
95,[675 127]
96,[674 134]
97,[671 132]
98,[671 135]
99,[673 138]
100,[674 137]
101,[671 136]
102,[670 141]
103,[669 144]
104,[665 145]
105,[664 142]
106,[666 150]
107,[667 144]
108,[669 145]
109,[673 147]
110,[669 151]
111,[673 152]
112,[665 152]
113,[666 145]
114,[663 150]
115,[665 151]
116,[661 153]
117,[661 153]
118,[657 155]
119,[658 151]
120,[660 153]
121,[657 154]
122,[656 155]
123,[656 151]
124,[654 156]
125,[647 155]
126,[654 160]
127,[652 158]
128,[651 151]
129,[652 153]
130,[654 150]
131,[651 147]
132,[651 149]
133,[656 152]
134,[652 153]
135,[647 155]
136,[650 154]
137,[650 155]
138,[652 149]
139,[654 153]
140,[658 155]
141,[655 150]
142,[648 147]
143,[652 157]
144,[651 150]
145,[657 154]
146,[651 157]
147,[653 159]
148,[650 157]
149,[645 167]
150,[648 166]
151,[644 164]
152,[645 167]
153,[645 173]
154,[642 172]
155,[643 177]
156,[649 174]
157,[646 169]
158,[649 167]
159,[654 169]
160,[649 165]
161,[650 168]
162,[647 165]
163,[648 169]
164,[649 169]
165,[651 170]
166,[650 170]
167,[640 172]
168,[643 175]
169,[640 175]
170,[643 173]
171,[642 174]
172,[640 174]
173,[643 171]
174,[641 180]
175,[641 176]
176,[641 179]
177,[640 178]
178,[642 181]
179,[643 176]
180,[644 178]
181,[637 175]
182,[634 175]
183,[633 178]
184,[637 181]
185,[635 181]
186,[637 181]
187,[637 184]
188,[641 181]
189,[636 186]
190,[635 189]
191,[635 178]
192,[634 186]
193,[638 182]
194,[633 183]
195,[635 182]
196,[633 185]
197,[632 185]
198,[630 185]
199,[631 188]
200,[630 190]
201,[631 196]
202,[631 199]
203,[630 194]
204,[638 198]
205,[639 195]
206,[636 198]
207,[635 195]
208,[634 197]
209,[628 199]
210,[629 198]
211,[628 197]
212,[630 197]
213,[627 191]
214,[626 194]
215,[625 193]
216,[620 197]
217,[621 195]
218,[617 192]
219,[618 198]
220,[618 195]
221,[622 194]
222,[622 194]
223,[619 197]
224,[617 195]
225,[618 198]
226,[620 197]
227,[614 195]
228,[616 195]
229,[617 194]
230,[617 194]
231,[617 202]
232,[622 201]
233,[620 199]
234,[622 206]
235,[627 205]
236,[623 207]
237,[626 201]
238,[621 199]
239,[621 203]
240,[619 200]
241,[624 200]
242,[621 205]
243,[614 194]
244,[613 197]
245,[617 208]
246,[616 209]
247,[617 203]
248,[618 204]
249,[617 209]
250,[612 208]
251,[613 206]
252,[616 207]
253,[614 205]
254,[614 202]
255,[615 200]
256,[613 208]
257,[615 206]
258,[610 208]
259,[614 207]
260,[609 208]
261,[614 211]
262,[609 209]
263,[603 212]
264,[602 217]
265,[604 220]
266,[606 218]
267,[604 212]
268,[606 220]
