,frap_region
0,[826   0]
1,[807  10]
2,[801  15]
3,[796  19]
4,[803  26]
5,[797  34]
6,[791  40]
7,[791  38]
8,[787  42]
9,[790  44]
10,[788  43]
11,[778  45]
12,[780  50]
13,[778  46]
14,[773  54]
15,[769  55]
16,[774  55]
17,[771  62]
18,[761  61]
19,[759  58]
20,[763  59]
21,[763  66]
22,[761  68]
23,[761  71]
24,[762  70]
25,[757  75]
26,[762  65]
27,[755  73]
28,[751  74]
29,[750  75]
30,[749  76]
31,[753  87]
32,[755  86]
33,[753  90]
34,[745  88]
35,[753  85]
36,[747  91]
37,[745  84]
38,[745  91]
39,[745  94]
40,[746  93]
41,[743  99]
42,[744  97]
43,[740  99]
44,[737  92]
45,[740  94]
46,[733  92]
47,[739  91]
48,[738 103]
49,[737 102]
50,[740 102]
51,[735 105]
52,[735 104]
53,[735 106]
54,[731 104]
55,[732 106]
56,[732 105]
57,[728 106]
58,[731 110]
59,[730 113]
60,[733 112]
61,[734 111]
62,[733 115]
63,[729 113]
64,[726 108]
65,[730 115]
66,[726 109]
67,[720 108]
68,[719 112]
69,[720 115]
70,[718 114]
71,[717 125]
72,[715 113]
73,[714 113]
74,[713 118]
75,[714 123]
76,[713 120]
77,[713 121]
78,[711 120]
79,[707 125]
80,[707 120]
81,[707 126]
82,[705 125]
83,[706 125]
84,[709 129]
85,[702 121]
86,[700 119]
87,[701 129]
88,[704 126]
89,[700 133]
90,[698 130]
91,[696 133]
92,[700 130]
93,[701 134]
94,[693 142]
95,[697 148]
96,[696 140]
97,[690 140]
98,[686 145]
99,[684 147]
100,[681 152]
101,[682 155]
102,[683 152]
103,[675 151]
104,[676 154]
105,[679 158]
106,[680 158]
107,[675 153]
108,[679 149]
109,[678 147]
110,[678 157]
111,[678 156]
112,[673 147]
113,[673 153]
114,[671 156]
115,[673 157]
116,[670 159]
117,[668 159]
118,[670 159]
119,[667 165]
120,[672 164]
121,[672 161]
122,[664 165]
123,[664 169]
124,[663 169]
125,[670 170]
126,[665 177]
127,[662 177]
128,[664 170]
129,[663 173]
130,[661 178]
131,[657 174]
132,[659 174]
133,[655 175]
134,[653 170]
135,[653 172]
136,[650 177]
137,[650 181]
138,[647 182]
139,[646 179]
140,[652 179]
141,[646 173]
142,[649 178]
143,[647 176]
144,[647 177]
145,[650 169]
146,[648 182]
147,[649 177]
148,[646 179]
149,[642 174]
150,[644 182]
151,[647 183]
152,[651 195]
153,[652 193]
154,[651 193]
155,[648 190]
156,[644 190]
157,[643 187]
158,[639 197]
159,[638 191]
160,[635 193]
161,[635 190]
162,[634 195]
163,[640 195]
164,[636 202]
165,[627 206]
166,[632 198]
167,[632 203]
168,[631 199]
169,[633 201]
170,[632 198]
171,[628 200]
172,[629 199]
173,[624 201]
174,[629 198]
175,[626 203]
176,[626 195]
177,[623 200]
178,[622 202]
179,[613 202]
180,[617 207]
181,[625 212]
182,[623 213]
183,[622 206]
184,[619 210]
185,[620 211]
186,[624 212]
187,[621 215]
188,[625 209]
189,[626 214]
190,[624 212]
191,[624 213]
192,[625 219]
193,[623 220]
194,[625 222]
195,[613 222]
196,[620 224]
197,[616 224]
198,[616 226]
199,[619 222]
200,[619 226]
201,[617 224]
202,[618 223]
203,[615 216]
204,[616 211]
205,[620 220]
206,[618 220]
207,[616 217]
208,[614 220]
209,[620 220]
210,[617 222]
211,[614 223]
212,[620 224]
213,[622 226]
214,[617 216]
215,[618 221]
216,[615 219]
217,[617 216]
218,[616 218]
219,[610 217]
220,[615 213]
221,[614 220]
222,[610 218]
223,[611 216]
224,[613 220]
225,[611 215]
226,[611 222]
227,[615 216]
228,[616 234]
229,[623 229]
230,[626 232]
231,[622 224]
232,[622 217]
233,[619 224]
234,[622 225]
235,[617 233]
236,[615 229]
237,[609 227]
238,[612 231]
239,[620 235]
240,[623 231]
241,[620 233]
242,[618 234]
243,[614 236]
244,[611 233]
245,[611 238]
246,[609 233]
247,[612 239]
248,[606 239]
249,[607 235]
250,[602 238]
251,[599 241]
252,[596 238]
253,[595 239]
254,[599 239]
255,[600 234]
256,[602 240]
257,[601 235]
258,[606 238]
259,[602 240]
260,[607 238]
261,[608 241]
262,[603 235]
263,[605 236]
264,[605 237]
265,[603 238]
266,[599 242]
267,[597 241]
268,[592 242]
269,[597 230]
270,[595 230]
271,[596 235]
272,[597 237]
273,[600 231]
274,[598 232]
275,[599 225]
276,[592 227]
277,[596 223]
278,[588 224]
279,[589 231]
280,[591 224]
281,[592 222]
282,[590 227]
283,[587 226]
284,[581 229]
285,[582 225]
286,[582 227]
287,[579 234]
288,[581 236]
289,[585 241]
290,[583 242]
291,[584 248]
292,[579 235]
293,[578 238]
294,[573 235]
295,[580 234]
296,[577 238]
297,[586 240]
298,[578 251]
299,[582 248]
300,[577 247]
301,[577 248]
302,[578 244]
303,[574 245]
304,[575 251]
305,[573 254]
306,[572 257]
307,[571 248]
308,[570 255]
309,[568 246]
310,[571 250]
311,[577 249]
312,[576 243]
313,[575 252]
314,[575 249]
315,[574 238]
316,[571 241]
317,[567 239]
318,[573 238]
319,[576 237]
320,[572 243]
321,[578 242]
322,[576 244]
323,[572 238]
324,[572 238]
325,[572 243]
326,[571 239]
327,[568 243]
328,[569 232]
329,[572 235]
330,[567 238]
331,[568 242]
332,[563 239]
333,[562 244]
334,[564 244]
335,[568 247]
336,[566 252]
337,[563 257]
338,[562 261]
339,[566 260]
340,[565 259]
341,[559 267]
342,[559 268]
343,[559 269]
344,[561 272]
345,[564 271]
346,[557 268]
347,[551 270]
348,[557 274]
349,[564 272]
350,[560 275]
351,[557 274]
352,[553 271]
353,[551 273]
354,[548 276]
355,[549 271]
356,[547 269]
357,[548 270]
358,[551 273]
359,[551 274]
360,[552 272]
361,[548 268]
362,[547 267]
363,[552 269]
364,[548 269]
365,[552 271]
366,[551 283]
367,[549 275]
368,[550 275]
369,[551 277]
370,[550 295]
371,[552 283]
372,[550 285]
373,[545 285]
374,[550 282]
375,[547 276]
376,[549 280]
377,[547 280]
378,[553 276]
379,[548 284]
380,[552 279]
381,[548 280]
382,[543 279]
383,[545 284]
384,[544 287]
385,[546 285]
386,[543 282]
387,[549 284]
388,[548 283]
389,[547 287]
390,[551 286]
391,[553 285]
392,[545 288]
393,[544 290]
394,[545 289]
395,[545 295]
396,[544 297]
397,[547 296]
398,[547 297]
399,[541 300]
400,[543 301]
401,[543 296]
402,[546 287]
403,[540 286]
404,[542 285]
405,[540 289]
406,[538 293]
407,[528 290]
408,[537 295]
409,[541 302]
410,[540 299]
411,[536 299]
412,[531 303]
413,[532 304]
414,[530 297]
415,[534 309]
416,[541 312]
417,[536 315]
418,[535 313]
419,[540 306]
420,[533 307]
421,[531 304]
422,[538 304]
423,[537 311]
424,[535 300]
425,[537 304]
426,[538 307]
427,[539 308]
428,[530 314]
429,[532 309]
430,[533 302]
431,[532 303]
432,[535 293]
433,[527 302]
434,[526 306]
435,[531 305]
436,[528 310]
437,[524 304]
438,[524 309]
439,[522 308]
440,[526 298]
441,[528 292]
442,[531 299]
443,[528 298]
444,[526 303]
445,[528 300]
446,[529 298]
447,[530 295]
448,[530 298]
449,[536 302]
450,[529 311]
451,[529 305]
452,[527 307]
453,[522 317]
454,[523 322]
455,[526 324]
456,[526 321]
457,[523 320]
458,[525 324]
459,[520 317]
460,[524 314]
461,[522 315]
462,[528 310]
463,[526 313]
464,[526 312]
465,[527 316]
466,[527 319]
467,[524 320]
468,[528 322]
469,[527 318]
470,[528 324]
471,[525 320]
472,[522 320]
473,[522 322]
474,[519 319]
475,[523 314]
476,[516 317]
477,[516 321]
478,[517 324]
479,[518 320]
480,[520 313]
481,[511 319]
482,[515 306]
483,[519 309]
484,[519 303]
485,[517 308]
486,[516 308]
487,[514 312]
488,[514 313]
489,[517 308]
490,[520 307]
491,[521 312]
492,[517 301]
493,[522 303]
494,[517 307]
495,[511 309]
496,[517 310]
497,[517 312]
498,[520 313]
499,[517 309]
500,[514 311]
501,[518 318]
502,[520 314]
503,[516 311]
504,[519 318]
505,[522 319]
506,[519 315]
507,[524 317]
508,[526 321]
509,[515 320]
510,[519 321]
511,[515 317]
512,[515 318]
513,[518 321]
514,[520 328]
515,[516 333]
516,[518 334]
517,[516 336]
518,[513 341]
519,[512 338]
520,[516 336]
521,[512 338]
522,[516 341]
523,[516 334]
524,[512 329]
525,[508 335]
526,[504 330]
527,[501 331]
528,[503 334]
529,[502 334]
530,[500 328]
531,[498 339]
532,[502 342]
533,[506 335]
534,[501 338]
535,[495 338]
536,[493 333]
537,[492 337]
538,[497 337]
539,[495 331]
540,[495 336]
541,[490 342]
542,[493 330]
543,[490 333]
544,[488 332]
545,[483 339]
546,[489 338]
547,[498 344]
548,[494 333]
549,[494 338]
550,[493 340]
551,[491 349]
552,[490 357]
553,[498 351]
554,[494 346]
555,[492 347]
556,[497 351]
557,[496 356]
558,[498 351]
559,[499 345]
560,[499 343]
561,[504 343]
562,[507 349]
563,[499 345]
564,[502 346]
565,[501 346]
566,[493 354]
567,[496 353]
568,[497 357]
569,[496 358]
570,[495 354]
571,[495 359]
572,[501 351]
573,[500 357]
574,[499 361]
575,[504 366]
576,[501 362]
577,[499 357]
578,[495 360]
579,[495 364]
580,[492 362]
581,[493 368]
582,[494 373]
583,[488 370]
584,[485 363]
585,[483 362]
586,[481 363]
587,[485 365]
588,[482 367]
589,[481 366]
590,[483 364]
591,[480 375]
592,[482 369]
593,[486 369]
594,[483 363]
595,[486 364]
596,[482 367]
597,[484 374]
598,[482 375]
599,[486 371]
600,[488 370]
601,[485 365]
602,[485 361]
603,[492 368]
604,[488 369]
605,[491 372]
606,[491 375]
607,[487 385]
608,[487 374]
609,[484 372]
610,[489 377]
611,[488 371]
612,[490 368]
613,[487 376]
614,[489 374]
615,[489 378]
616,[489 380]
617,[488 384]
618,[484 380]
619,[487 382]
620,[485 384]
621,[488 382]
622,[485 380]
623,[483 372]
624,[481 369]
625,[481 370]
626,[480 373]
627,[481 374]
628,[477 372]
629,[479 368]
630,[477 372]
631,[476 370]
632,[478 378]
633,[478 377]
634,[477 379]
635,[476 384]
636,[476 377]
637,[478 376]
638,[471 374]
639,[472 379]
640,[472 374]
641,[474 373]
642,[471 376]
643,[474 385]
644,[476 383]
645,[469 383]
646,[474 390]
647,[473 386]
648,[474 384]
649,[476 378]
650,[472 387]
651,[475 389]
652,[474 390]
653,[474 385]
654,[473 391]
655,[475 388]
656,[474 391]
657,[472 380]
658,[469 386]
659,[467 384]
660,[465 380]
661,[464 370]
662,[462 379]
663,[462 370]
664,[463 371]
665,[464 374]
666,[461 372]
667,[458 375]
668,[459 376]
669,[459 372]
670,[456 375]
671,[461 377]
672,[459 368]
673,[463 366]
674,[465 371]
675,[463 371]
676,[462 374]
677,[461 381]
678,[456 378]
679,[458 374]
680,[461 378]
681,[457 385]
682,[466 385]
683,[462 387]
684,[460 387]
685,[458 383]
686,[461 389]
687,[460 382]
688,[457 387]
689,[453 389]
690,[456 384]
691,[452 388]
692,[451 393]
693,[456 394]
694,[451 389]
695,[459 386]
696,[457 380]
697,[456 383]
698,[453 389]
699,[451 387]
700,[455 392]
701,[455 385]
702,[455 387]
703,[454 396]
704,[461 396]
705,[463 399]
706,[461 389]
707,[463 388]
708,[457 384]
709,[453 389]
710,[453 389]
711,[455 393]
712,[454 389]
713,[455 392]
714,[456 391]
715,[456 397]
716,[457 384]
717,[457 382]
718,[454 386]
719,[453 392]
720,[455 399]
721,[454 399]
722,[453 398]
723,[450 393]
724,[452 397]
725,[454 401]
726,[453 400]
727,[452 399]
728,[457 399]
729,[452 402]
730,[450 397]
731,[453 396]
732,[450 394]
733,[451 394]
734,[453 389]
735,[454 392]
736,[454 396]
737,[452 399]
738,[455 404]
739,[454 400]
740,[452 393]
741,[452 398]
742,[450 399]
743,[454 398]
744,[455 398]
745,[451 403]
746,[458 402]
747,[458 408]
748,[451 404]
749,[458 398]
750,[452 396]
751,[455 400]
752,[461 397]
753,[457 395]
754,[458 400]
755,[457 397]
756,[453 397]
757,[451 394]
758,[452 392]
759,[447 395]
760,[452 397]
761,[452 398]
762,[449 397]
763,[450 402]
764,[445 400]
765,[443 399]
766,[453 405]
767,[453 399]
768,[449 394]
769,[453 404]
770,[454 404]
771,[452 403]
772,[453 406]
773,[447 403]
774,[446 406]
775,[440 403]
776,[443 407]
777,[450 398]
778,[444 400]
779,[442 397]
780,[444 402]
781,[442 397]
782,[445 396]
783,[443 400]
784,[446 406]
785,[447 406]
786,[442 406]
787,[450 406]
788,[447 408]
789,[449 405]
790,[447 408]
791,[448 406]
792,[450 404]
793,[450 397]
794,[452 399]
795,[449 400]
796,[450 405]
797,[447 402]
798,[449 402]
799,[449 400]
800,[450 405]
801,[445 399]
802,[451 400]
803,[447 398]
804,[444 413]
805,[446 408]
806,[444 405]
807,[440 398]
808,[439 400]
809,[439 400]
810,[440 398]
811,[446 406]
812,[444 405]
813,[447 412]
814,[440 407]
815,[441 404]
816,[438 404]
817,[437 396]
818,[439 401]
819,[438 399]
820,[442 409]
821,[440 413]
822,[444 411]
823,[444 410]
824,[443 411]
825,[444 415]
826,[440 413]
827,[439 416]
828,[438 419]
829,[440 422]
830,[439 422]
831,[440 420]
832,[441 414]
833,[438 416]
834,[437 407]
835,[437 407]
836,[434 402]
837,[435 403]
838,[434 414]
839,[430 414]
840,[427 413]
841,[430 413]
842,[429 414]
843,[428 407]
844,[435 408]
845,[432 407]
846,[430 405]
847,[426 411]
848,[431 413]
849,[431 420]
850,[428 431]
851,[432 421]
852,[433 425]
853,[429 424]
854,[425 418]
855,[429 422]
856,[431 416]
857,[427 417]
858,[426 421]
859,[424 426]
860,[422 423]
861,[426 425]
862,[420 429]
863,[422 423]
864,[422 423]
865,[424 421]
866,[423 420]
867,[425 428]
868,[428 427]
869,[423 424]
870,[426 424]
871,[423 430]
872,[423 430]
873,[422 423]
874,[424 426]
875,[422 423]
876,[419 424]
877,[418 425]
878,[413 421]
879,[415 431]
880,[415 431]
881,[420 427]
882,[414 423]
883,[417 420]
884,[418 422]
885,[423 428]
886,[418 434]
887,[421 434]
888,[423 434]
889,[425 429]
890,[416 428]
891,[415 433]
892,[421 429]
893,[424 429]
894,[421 426]
895,[422 429]
896,[418 435]
897,[424 433]
898,[421 434]
899,[422 437]
900,[425 440]
901,[424 430]
902,[423 435]
903,[428 438]
904,[429 438]
905,[430 435]
906,[424 443]
907,[427 439]
908,[431 441]
909,[425 435]
910,[425 436]
911,[428 435]
912,[428 437]
913,[425 433]
914,[429 436]
915,[426 437]
916,[427 433]
917,[426 430]
918,[424 435]
919,[422 439]
920,[423 438]
921,[425 434]
922,[423 428]
923,[422 434]
924,[420 438]
925,[422 431]
926,[421 435]
927,[416 435]
928,[413 437]
929,[417 435]
930,[419 437]
931,[415 430]
932,[413 430]
933,[413 435]
934,[416 429]
935,[415 437]
936,[414 439]
937,[414 438]
938,[412 441]
939,[421 438]
940,[418 434]
941,[415 435]
942,[413 436]
943,[410 435]
944,[413 434]
945,[422 438]
946,[417 430]
947,[418 430]
948,[419 431]
949,[417 433]
950,[415 436]
951,[409 441]
952,[410 437]
953,[416 431]
954,[417 428]
955,[415 431]
956,[416 427]
957,[415 433]
958,[413 435]
959,[415 432]
960,[418 437]
961,[415 437]
962,[412 438]
963,[410 435]
964,[413 442]
965,[410 437]
966,[409 435]
967,[409 437]
968,[416 432]
969,[409 442]
970,[405 440]
971,[411 445]
972,[411 442]
973,[409 439]
974,[408 443]
975,[406 437]
976,[404 440]
977,[404 440]
978,[399 442]
979,[400 444]
980,[400 445]
981,[405 445]
982,[406 438]
983,[407 448]
984,[408 449]
985,[406 448]
986,[405 443]
987,[405 443]
988,[407 441]
989,[405 443]
990,[401 446]
991,[403 448]
992,[405 448]
993,[405 446]
994,[403 457]
