,frap_region
0,[860   0]
1,[838  10]
2,[837  14]
3,[833  26]
4,[830  34]
5,[832  44]
6,[824  46]
7,[820  49]
8,[821  46]
9,[820  47]
10,[819  44]
11,[812  50]
12,[811  45]
13,[812  51]
14,[805  54]
15,[800  53]
16,[803  58]
17,[800  57]
18,[799  57]
19,[787  54]
20,[797  50]
21,[795  45]
22,[789  50]
23,[791  55]
24,[793  59]
25,[795  63]
26,[788  55]
27,[779  64]
28,[782  67]
29,[778  73]
30,[778  70]
31,[775  72]
32,[777  71]
33,[779  67]
34,[775  67]
35,[775  73]
36,[772  71]
37,[771  69]
38,[772  74]
39,[777  80]
40,[766  76]
41,[769  76]
42,[768  78]
43,[756  75]
44,[758  76]
45,[754  77]
46,[756  80]
47,[762  81]
48,[757  82]
49,[757  81]
50,[759  89]
51,[758  91]
52,[759  89]
53,[753  86]
54,[753  86]
55,[743  85]
56,[746  92]
57,[746  96]
58,[741 100]
59,[739 102]
60,[740 102]
61,[736 105]
62,[738 105]
63,[737 107]
64,[739 112]
65,[731 108]
66,[731 105]
67,[730 102]
68,[730 105]
69,[732 110]
70,[735 115]
71,[735 113]
72,[730 117]
73,[728 115]
74,[729 115]
75,[736 127]
76,[730 119]
77,[735 112]
78,[730 115]
79,[721 118]
80,[731 117]
81,[729 111]
82,[728 121]
83,[726 122]
84,[726 127]
85,[724 128]
86,[736 131]
87,[731 129]
88,[733 131]
89,[735 129]
90,[734 132]
91,[730 131]
92,[727 130]
93,[727 133]
94,[729 134]
95,[727 141]
96,[729 130]
97,[729 137]
98,[730 127]
99,[726 132]
100,[723 137]
101,[721 138]
102,[722 139]
103,[723 139]
104,[728 142]
105,[723 139]
106,[716 140]
107,[716 144]
108,[712 142]
109,[713 142]
110,[706 147]
111,[711 146]
112,[708 145]
113,[708 148]
114,[704 147]
115,[707 152]
116,[701 147]
117,[696 144]
118,[704 150]
119,[708 150]
120,[699 152]
121,[697 153]
122,[689 154]
123,[693 153]
124,[695 151]
125,[694 156]
126,[690 160]
127,[692 150]
128,[693 154]
129,[687 154]
130,[683 152]
131,[685 153]
132,[687 149]
133,[691 143]
134,[679 151]
135,[681 152]
136,[681 157]
137,[679 149]
138,[681 157]
139,[684 156]
140,[686 155]
141,[686 149]
142,[684 154]
143,[680 156]
144,[680 165]
145,[675 160]
146,[673 159]
147,[675 160]
148,[676 158]
149,[678 171]
150,[681 161]
151,[681 164]
152,[683 170]
153,[686 164]
154,[689 168]
155,[688 163]
156,[684 161]
157,[685 162]
158,[684 165]
159,[681 163]
160,[676 168]
161,[677 165]
162,[679 168]
163,[676 166]
164,[672 168]
165,[678 165]
166,[677 166]
167,[678 169]
168,[676 163]
169,[671 168]
170,[675 171]
171,[676 164]
172,[677 173]
173,[681 174]
174,[673 171]
175,[668 177]
176,[668 179]
177,[669 178]
178,[675 178]
179,[677 183]
180,[669 186]
181,[674 185]
182,[669 184]
183,[666 184]
184,[667 184]
185,[670 182]
186,[664 178]
187,[662 183]
188,[665 182]
189,[654 184]
190,[661 186]
191,[659 182]
192,[659 184]
193,[651 186]
194,[657 188]
195,[649 191]
196,[646 192]
197,[648 193]
198,[647 192]
199,[649 190]
200,[647 192]
201,[652 193]
202,[654 195]
203,[650 199]
204,[651 196]
205,[650 196]
206,[649 206]
207,[644 202]
208,[646 198]
209,[649 193]
210,[639 199]
211,[643 195]
212,[643 201]
213,[647 201]
214,[649 198]
215,[643 203]
216,[642 210]
217,[644 201]
218,[643 201]
219,[647 201]
220,[641 199]
221,[640 204]
222,[641 208]
223,[638 212]
224,[643 215]
225,[638 212]
226,[635 220]
227,[638 213]
228,[639 209]
229,[633 208]
230,[631 212]
231,[632 212]
232,[632 215]
233,[633 214]
234,[637 214]
235,[633 225]
236,[637 220]
237,[632 220]
238,[627 213]
239,[632 214]
240,[631 212]
241,[637 213]
242,[641 214]
243,[641 215]
244,[643 219]
245,[646 213]
246,[641 223]
247,[636 225]
248,[636 219]
249,[637 211]
250,[638 213]
251,[640 217]
252,[640 223]
253,[635 223]
254,[642 222]
255,[636 224]
256,[639 225]
257,[635 225]
258,[635 228]
259,[631 229]
260,[630 233]
261,[630 229]
262,[626 229]
263,[628 230]
264,[622 224]
265,[623 221]
266,[622 218]
267,[622 221]
268,[620 223]
269,[619 219]
270,[619 217]
271,[622 215]
272,[621 222]
273,[617 227]
274,[621 223]
275,[620 226]
276,[628 226]
277,[625 224]
278,[619 233]
279,[624 237]
280,[624 239]
281,[623 238]
282,[619 240]
283,[621 240]
284,[620 236]
285,[613 231]
286,[616 232]
287,[620 230]
288,[623 232]
289,[620 233]
290,[616 231]
291,[619 229]
292,[620 232]
293,[622 239]
294,[619 233]
295,[619 237]
296,[618 234]
297,[615 230]
298,[615 239]
299,[617 240]
300,[617 236]
301,[619 239]
302,[619 237]
303,[621 234]
304,[621 227]
305,[623 228]
306,[621 238]
307,[620 242]
308,[612 245]
309,[614 246]
310,[619 240]
311,[621 239]
312,[619 237]
313,[622 240]
314,[620 237]
315,[618 234]
316,[619 234]
317,[618 232]
318,[622 238]
319,[613 235]
320,[611 235]
321,[606 235]
322,[605 238]
323,[605 240]
324,[606 240]
325,[612 240]
326,[608 250]
327,[607 243]
328,[603 249]
329,[605 246]
330,[610 244]
331,[611 247]
332,[606 250]
333,[606 249]
334,[602 251]
335,[603 251]
336,[598 254]
337,[595 247]
338,[598 240]
339,[598 242]
340,[592 243]
341,[599 241]
342,[595 243]
343,[592 241]
344,[592 237]
345,[590 240]
346,[589 233]
347,[591 234]
348,[591 237]
349,[595 241]
350,[595 238]
351,[589 240]
352,[592 238]
353,[587 244]
354,[587 243]
355,[585 240]
356,[591 245]
357,[593 248]
358,[591 247]
359,[595 247]
360,[591 245]
361,[594 245]
362,[596 243]
363,[594 246]
364,[593 254]
365,[591 252]
366,[592 246]
367,[592 244]
368,[591 252]
369,[589 254]
370,[592 255]
371,[590 254]
372,[588 254]
373,[593 252]
374,[589 253]
375,[590 251]
376,[588 252]
377,[581 252]
378,[583 246]
379,[583 251]
380,[589 246]
381,[585 252]
382,[586 250]
383,[579 247]
384,[577 247]
385,[570 248]
386,[574 247]
387,[571 243]
388,[574 250]
389,[575 256]
390,[570 255]
391,[574 255]
392,[574 258]
393,[573 246]
394,[574 242]
395,[575 247]
396,[572 256]
397,[570 251]
398,[563 255]
399,[575 252]
400,[574 250]
401,[577 257]
402,[572 257]
403,[572 258]
404,[568 259]
405,[573 257]
406,[567 253]
407,[566 250]
408,[569 251]
409,[572 251]
410,[571 251]
411,[565 253]
412,[560 261]
413,[560 260]
414,[556 248]
415,[561 254]
416,[563 254]
417,[564 257]
418,[564 261]
419,[563 254]
420,[560 257]
421,[560 258]
422,[557 268]
423,[562 265]
424,[563 260]
425,[558 267]
426,[555 267]
427,[557 267]
428,[562 274]
429,[559 269]
430,[559 269]
431,[559 271]
432,[556 266]
433,[557 266]
434,[558 264]
435,[558 263]
436,[558 265]
437,[555 264]
438,[557 267]
439,[560 277]
440,[558 274]
441,[562 280]
442,[557 269]
443,[555 271]
444,[550 276]
445,[553 278]
446,[553 282]
447,[555 280]
448,[555 281]
449,[552 279]
450,[547 275]
451,[551 277]
452,[553 272]
453,[549 276]
454,[546 270]
455,[552 275]
456,[550 268]
457,[552 269]
458,[547 268]
459,[554 268]
460,[549 269]
461,[551 272]
462,[547 281]
463,[547 271]
464,[548 280]
465,[547 276]
466,[547 280]
467,[546 278]
468,[545 280]
469,[545 282]
470,[545 284]
471,[543 280]
472,[545 281]
473,[546 282]
474,[544 276]
475,[546 275]
476,[544 278]
477,[542 272]
478,[542 277]
479,[537 278]
480,[535 275]
481,[537 274]
482,[537 272]
483,[535 278]
484,[540 280]
485,[536 278]
486,[538 285]
487,[539 279]
488,[534 283]
489,[532 276]
490,[531 277]
491,[532 278]
492,[538 279]
493,[532 286]
494,[534 290]
495,[535 289]
496,[533 285]
497,[525 292]
498,[526 285]
499,[525 279]
500,[524 279]
501,[528 286]
502,[534 283]
503,[527 278]
504,[526 277]
505,[521 283]
506,[522 282]
507,[525 278]
508,[526 280]
