,frap_region
0,[868   0]
1,[862  22]
2,[855  23]
3,[849  26]
4,[848  35]
5,[848  35]
6,[848  42]
7,[846  42]
8,[843  44]
9,[836  42]
10,[837  37]
11,[835  40]
12,[836  44]
13,[838  42]
14,[835  48]
15,[829  49]
16,[825  58]
17,[820  55]
18,[819  61]
19,[820  53]
20,[814  59]
21,[809  61]
22,[817  59]
23,[820  56]
24,[816  58]
25,[809  57]
26,[818  62]
27,[814  65]
28,[805  65]
29,[807  64]
30,[807  65]
31,[809  63]
32,[810  63]
33,[808  65]
34,[807  74]
35,[806  73]
36,[812  70]
37,[810  74]
38,[808  67]
39,[808  71]
40,[799  71]
41,[801  71]
42,[803  72]
43,[804  77]
44,[805  84]
45,[808  86]
46,[804  81]
47,[799  85]
48,[804  82]
49,[807  76]
50,[802  75]
51,[799  76]
52,[795  86]
53,[798  83]
54,[792  84]
55,[793  85]
56,[797  84]
57,[793  84]
58,[797  86]
59,[793  89]
60,[799  88]
61,[801  92]
62,[802  94]
63,[802  97]
64,[797  94]
65,[797  95]
66,[793  95]
67,[796  96]
68,[793  95]
69,[794  98]
70,[793  95]
71,[790 100]
72,[791  99]
73,[794  94]
74,[788  99]
75,[790  97]
76,[792 106]
77,[795 103]
78,[789 104]
79,[791 105]
80,[791 103]
81,[794 102]
82,[788 101]
83,[784 106]
84,[784 105]
85,[782 100]
86,[779 105]
87,[782 108]
88,[784 109]
89,[782 113]
90,[778 110]
91,[781 104]
92,[777 106]
93,[780 107]
94,[782 104]
95,[785 105]
96,[782 104]
97,[786 106]
98,[785  99]
99,[781  99]
100,[781 105]
101,[777 102]
102,[782 104]
103,[779 107]
104,[782 103]
105,[776 106]
106,[770 107]
107,[772 106]
108,[772 105]
109,[770 106]
110,[774 108]
111,[774 105]
112,[774 109]
113,[778 106]
114,[777 106]
115,[766 107]
116,[771 106]
117,[768 111]
118,[772 113]
119,[773 115]
120,[769 114]
121,[772 117]
122,[765 106]
123,[763 112]
124,[767 113]
125,[764 106]
126,[763 110]
127,[765 112]
128,[764 115]
129,[759 118]
130,[759 115]
131,[755 117]
132,[760 118]
133,[759 117]
134,[761 120]
135,[759 122]
136,[762 117]
137,[759 115]
138,[759 118]
139,[756 127]
140,[757 119]
141,[757 122]
142,[752 127]
143,[751 123]
144,[750 122]
145,[752 123]
146,[756 123]
147,[753 123]
148,[756 120]
149,[751 120]
150,[753 121]
151,[752 121]
152,[753 120]
153,[752 122]
154,[749 122]
155,[749 124]
156,[751 122]
157,[751 117]
158,[752 119]
159,[752 117]
160,[752 115]
161,[746 117]
162,[748 117]
163,[753 119]
164,[753 122]
165,[754 124]
166,[752 131]
167,[750 132]
168,[745 128]
169,[748 127]
170,[750 133]
171,[746 135]
172,[747 134]
173,[746 136]
174,[744 139]
175,[747 134]
176,[745 134]
177,[750 142]
178,[745 143]
179,[745 139]
180,[745 137]
181,[742 142]
182,[743 144]
183,[742 142]
184,[743 143]
185,[739 141]
186,[739 137]
187,[739 138]
188,[735 136]
189,[741 135]
190,[741 137]
191,[737 138]
192,[736 138]
193,[732 136]
194,[729 144]
195,[737 136]
196,[739 140]
197,[736 147]
198,[732 143]
199,[734 143]
200,[733 147]
201,[734 146]
202,[735 139]
203,[738 141]
204,[737 146]
205,[733 144]
206,[730 143]
207,[732 142]
208,[728 137]
209,[724 145]
210,[724 142]
211,[726 145]
212,[726 148]
213,[727 150]
214,[729 150]
215,[727 147]
216,[722 150]
217,[722 145]
218,[723 142]
219,[723 147]
220,[728 151]
221,[728 143]
222,[723 144]
223,[729 144]
224,[730 148]
225,[728 149]
226,[725 145]
227,[723 147]
228,[726 149]
229,[731 147]
230,[735 149]
231,[725 146]
232,[731 139]
233,[727 138]
234,[726 143]
235,[724 145]
236,[725 144]
237,[725 139]
238,[723 145]
239,[723 145]
240,[727 149]
241,[723 152]
242,[720 155]
243,[723 151]
244,[716 153]
245,[717 152]
246,[721 149]
247,[720 153]
248,[719 155]
249,[724 153]
250,[727 148]
251,[721 148]
252,[724 147]
253,[726 150]
254,[722 151]
255,[723 151]
256,[722 153]
257,[716 150]
258,[715 149]
259,[717 153]
260,[712 154]
261,[712 153]
262,[710 152]
263,[706 155]
264,[708 158]
265,[712 156]
266,[711 153]
267,[711 155]
268,[710 152]
269,[709 152]
270,[711 150]
271,[707 154]
272,[707 156]
273,[707 152]
274,[705 154]
275,[711 160]
276,[708 161]
277,[707 158]
278,[709 160]
279,[709 162]
280,[710 159]
281,[705 162]
282,[707 169]
283,[701 167]
284,[706 165]
285,[707 165]
286,[709 161]
287,[709 163]
288,[706 168]
289,[700 164]
290,[703 166]
291,[703 168]
292,[702 168]
293,[703 171]
294,[701 169]
295,[702 173]
296,[702 177]
297,[702 174]
298,[702 171]
299,[704 173]
300,[703 168]
301,[704 168]
302,[703 166]
303,[699 166]
304,[702 173]
305,[700 174]
306,[704 173]
307,[702 170]
308,[706 170]
309,[704 177]
310,[700 175]
311,[701 180]
312,[699 184]
313,[698 178]
314,[700 182]
315,[701 181]
316,[704 176]
317,[707 176]
318,[699 178]
319,[703 178]
320,[697 180]
321,[702 185]
322,[701 183]
323,[701 184]
324,[703 185]
325,[697 185]
326,[697 184]
327,[686 182]
328,[688 182]
329,[691 181]
330,[691 177]
331,[685 183]
332,[689 181]
333,[689 183]
334,[685 178]
335,[686 186]
336,[681 184]
337,[688 190]
338,[687 184]
339,[682 186]
340,[678 186]
341,[680 186]
342,[679 180]
343,[684 185]
344,[679 185]
345,[678 181]
346,[680 182]
347,[675 184]
348,[674 182]
349,[673 188]
350,[673 185]
351,[676 190]
352,[675 189]
353,[680 188]
354,[676 189]
355,[681 194]
356,[676 195]
357,[675 199]
358,[674 197]
359,[674 200]
360,[676 198]
361,[675 195]
362,[679 192]
363,[681 191]
364,[682 192]
365,[680 192]
366,[675 197]
367,[670 194]
368,[672 194]
369,[674 190]
370,[673 189]
371,[668 188]
372,[667 192]
373,[668 192]
374,[671 191]
375,[665 191]
376,[669 188]
377,[667 189]
378,[670 192]
379,[669 192]
380,[664 191]
381,[666 193]
382,[668 200]
383,[669 195]
384,[672 205]
385,[667 203]
386,[668 204]
387,[671 202]
388,[668 195]
389,[667 197]
390,[669 194]
391,[674 197]
392,[672 202]
393,[667 204]
394,[668 205]
395,[664 201]
396,[665 204]
397,[666 204]
398,[662 194]
399,[665 203]
400,[665 200]
401,[664 192]
402,[664 194]
403,[666 194]
404,[666 193]
405,[667 195]
