,frap_region
0,[794   0]
1,[780  11]
2,[778  16]
3,[775  15]
4,[768  15]
5,[767  17]
6,[769  24]
7,[761  32]
8,[767  27]
9,[764  34]
10,[761  35]
11,[763  35]
12,[765  37]
13,[760  42]
14,[756  48]
15,[757  46]
16,[758  48]
17,[760  43]
18,[754  48]
19,[759  56]
20,[754  54]
21,[755  57]
22,[759  54]
23,[755  57]
24,[754  54]
25,[754  55]
26,[754  60]
27,[755  61]
28,[744  61]
29,[745  52]
30,[746  50]
31,[748  57]
32,[750  57]
33,[746  61]
34,[746  68]
35,[742  66]
36,[743  68]
37,[739  71]
38,[735  74]
39,[737  68]
40,[740  65]
41,[738  69]
42,[739  75]
43,[740  74]
44,[736  75]
45,[740  77]
46,[739  79]
47,[738  83]
48,[734  83]
49,[733  80]
50,[737  81]
51,[738  85]
52,[739  83]
53,[734  86]
54,[731  85]
55,[733  83]
56,[737  85]
57,[736  83]
58,[737  83]
59,[738  89]
60,[738  86]
61,[738  83]
62,[739  86]
63,[738  89]
64,[733  92]
65,[735  91]
66,[735  94]
67,[732  95]
68,[727  91]
69,[726  97]
70,[724  91]
71,[726  90]
72,[724  93]
73,[724  95]
74,[726  95]
75,[724  93]
76,[721  96]
77,[721 102]
78,[721  97]
79,[720  99]
80,[721 103]
81,[722 101]
82,[722 101]
83,[722 105]
84,[722 107]
85,[725 106]
86,[725 110]
87,[727 108]
88,[729 119]
89,[726 106]
90,[720 105]
91,[714 112]
92,[719 119]
93,[714 121]
94,[711 118]
95,[712 120]
96,[711 117]
97,[709 116]
98,[706 117]
99,[712 122]
100,[712 121]
101,[709 124]
102,[712 120]
103,[709 127]
104,[713 127]
105,[707 129]
106,[708 125]
107,[711 127]
108,[707 130]
109,[707 128]
110,[711 128]
111,[711 134]
112,[710 134]
113,[709 137]
114,[710 137]
115,[704 137]
116,[707 135]
117,[706 139]
118,[709 136]
119,[706 140]
120,[705 138]
121,[702 136]
122,[704 134]
123,[700 135]
124,[699 136]
125,[700 137]
126,[701 132]
127,[705 135]
128,[701 138]
129,[699 136]
130,[702 136]
131,[701 134]
132,[700 133]
133,[698 135]
134,[700 133]
135,[701 134]
136,[703 139]
137,[708 138]
138,[707 136]
139,[701 140]
140,[705 136]
141,[697 144]
142,[692 142]
143,[697 144]
144,[697 133]
145,[696 137]
146,[691 137]
147,[695 135]
148,[691 136]
149,[691 134]
150,[697 134]
151,[692 136]
152,[693 137]
153,[694 138]
154,[695 132]
155,[698 134]
156,[696 137]
157,[696 137]
158,[699 137]
159,[696 135]
160,[691 133]
161,[694 141]
162,[697 142]
163,[695 145]
164,[693 140]
165,[693 149]
166,[694 152]
167,[694 145]
168,[694 146]
169,[687 143]
170,[690 146]
171,[694 149]
172,[689 150]
173,[691 151]
174,[689 155]
175,[689 159]
176,[692 151]
177,[691 156]
178,[690 154]
179,[690 150]
180,[692 153]
181,[692 152]
182,[688 150]
183,[686 158]
184,[692 159]
185,[688 152]
186,[685 151]
187,[685 157]
188,[688 156]
189,[686 160]
190,[685 157]
191,[687 157]
192,[684 157]
193,[682 154]
194,[681 157]
195,[682 150]
196,[682 152]
197,[680 159]
198,[679 152]
199,[677 154]
200,[677 157]
201,[678 157]
202,[678 158]
203,[683 163]
204,[679 166]
205,[680 163]
206,[681 162]
207,[678 159]
208,[680 162]
209,[681 160]
210,[682 164]
211,[683 162]
212,[680 161]
213,[684 157]
214,[681 157]
215,[684 161]
216,[685 162]
217,[681 163]
218,[678 159]
219,[678 158]
220,[678 155]
221,[679 158]
222,[679 158]
223,[678 159]
224,[674 160]
225,[674 155]
226,[675 155]
227,[677 156]
228,[677 160]
229,[672 160]
230,[670 164]
231,[668 172]
232,[667 173]
233,[665 163]
234,[668 161]
235,[668 159]
236,[668 160]
237,[671 160]
238,[672 160]
239,[669 162]
240,[669 162]
241,[675 163]
242,[675 161]
243,[671 168]
244,[671 171]
245,[667 165]
246,[674 165]
247,[674 161]
248,[671 167]
249,[671 166]
250,[669 162]
251,[669 162]
252,[666 163]
253,[663 156]
254,[666 157]
255,[667 158]
256,[672 166]
257,[672 160]
258,[671 160]
259,[671 166]
260,[667 160]
261,[666 168]
262,[664 166]
263,[662 168]
264,[663 166]
265,[665 169]
266,[661 168]
267,[665 170]
268,[668 172]
269,[665 170]
270,[662 170]
271,[663 170]
272,[662 175]
273,[663 172]
274,[663 174]
275,[664 178]
276,[663 174]
277,[664 176]
278,[663 175]
279,[667 177]
280,[665 171]
281,[662 173]
282,[664 172]
283,[662 175]
284,[661 174]
285,[663 177]
286,[664 173]
287,[660 171]
288,[662 177]
289,[661 181]
290,[659 182]
291,[659 183]
292,[663 177]
293,[658 183]
294,[656 184]
295,[661 180]
296,[662 185]
297,[661 184]
298,[659 182]
299,[658 185]
300,[661 184]
301,[658 181]
302,[657 181]
303,[657 176]
304,[656 179]
305,[658 173]
306,[655 177]
307,[651 179]
308,[651 178]
309,[653 176]
310,[652 175]
311,[657 175]
